	Performer	Artist_Popularity_x	Performer2	uri_x	Genre	Explicit	Artist_Popularity_y	Song	Duration s	uri_y	url	WeekID	Week Position	SongID	Instance	Previous Week Position	Peak Position	Weeks on Chart	Year
1926	Lee Michaels	32.0	Lee Michaels	spotify:artist:6f07NU6NNMLQYXIABUv7z3	hammond organ	False	47.0	Do You Know What I Mean	193.8	spotify:track:0X2ckklp0uln3TRUH7JTpN	http://www.billboard.com/charts/hot-100/1971-07-31	1971-07-31	97	Do You Know What I MeanLee Michaels	1		97	1	1971
1927	Betty Wright	50.0	Betty Wright	spotify:artist:0PDqlUGugF5Jt6DZyATvfz	classic soul	False	0.0	Baby Sitter	172.12	spotify:track:3A6vjmcFjZrYNqRvbFEUve	http://www.billboard.com/charts/hot-100/1972-10-14	1972-10-14	89	Baby SitterBetty Wright	1		89	1	1972
1930	Eddie Kendricks	43.0	Eddie Kendricks	spotify:artist:2Uuon75BhnuuxdKLYn4wHn	classic soul	False	16.0	Eddie's Love	209.866	spotify:track:1GnZ2BX4a6ob0TBSj8xHQO	http://www.billboard.com/charts/hot-100/1972-06-10	1972-06-10	91	Eddie's LoveEddie Kendricks	1		91	1	1972
1941	Rhythm Heritage	25.0	Rhythm Heritage	spotify:artist:2ZGlJUO9hdjZEvl710OpVX	rare groove	False	36.0	Theme From S.W.A.T.	201.493	spotify:track:5x9xxVr7nJ9xMfDIW02Nv3	http://www.billboard.com/charts/hot-100/1975-11-15	1975-11-15	90	Theme From S.W.A.T.Rhythm Heritage	1		90	1	1975
1942	Peaches & Herb	49.0	Peaches & Herb	spotify:artist:6qI4LTzMRpTxRzMZPvv2C6	classic soul	False	26.0	Let's Fall In Love	158.013	spotify:track:64WgJBmkXXasoy6gpalNuI	http://www.billboard.com/charts/hot-100/1966-12-31	1966-12-31	92	Let's Fall In LovePeaches & Herb	1		92	1	1966
1951	Utopia	29.0	Utopia	spotify:artist:2AVt92RJvypZ6WIvhNyTej	art rock	False	23.0	Set Me Free	189.04	spotify:track:6KzkrcfvAUWOrgn2oxVQMf	http://www.billboard.com/charts/hot-100/1980-02-23	1980-02-23	76	Set Me FreeUtopia	1		76	1	1980
1953	Ric Ocasek	32.0	Ric Ocasek	spotify:artist:1iTrwmoisuv7HbdY5tTVUt	new wave pop	False	22.0	Something To Grab For	223.466	spotify:track:1p0rQUKbsx0JSz9aHJ8RcN	http://www.billboard.com/charts/hot-100/1983-02-12	1983-02-12	76	Something To Grab ForRic Ocasek	1		76	1	1983
1956	ABC	60.0	Nursery Rhymes ABC	spotify:artist:26UV9EKIInWeV0jJysGZum		False	56.0	Poison Arrow	204.266	spotify:track:7abGerACQx9G1OBqHYFKAb	http://www.billboard.com/charts/hot-100/1983-01-29	1983-01-29	72	Poison ArrowABC	1		72	1	1983
1960	Starpoint	38.0	Starpoint	spotify:artist:6W9OZQ862LR0HM76QQJJY3	funk	False	18.0	Restless	231.84	spotify:track:1hfM5Sj9LaLW54m7Ihtpuy	http://www.billboard.com/charts/hot-100/1986-03-22	1986-03-22	85	RestlessStarpoint	1		85	1	1986
1962	Miami Sound Machine	56.0	Miami Sound Machine	spotify:artist:18xgcedCGxFbqLbIQn5R8F	new wave pop	False	49.0	Bad Boy	235.506	spotify:track:5AM6VOkN7ficA2O04f5JG1	http://www.billboard.com/charts/hot-100/1986-03-08	1986-03-08	76	Bad BoyMiami Sound Machine	1		76	1	1986
1964	The Outfield	66.0	The Outfield	spotify:artist:1zxDewzd2j1ZdSBGaYcr0y	album rock	False	77.0	Your Love	216.466	spotify:track:4oDZ5L8izBals6jKBJDBcX	http://www.billboard.com/charts/hot-100/1986-02-15	1986-02-15	94	Your LoveThe Outfield	1		94	1	1986
1971	Gregory Abbott	44.0	Gregory Abbott	spotify:artist:6zdcmro5vDQSUjeioajL2r		False	60.0	Shake You Down	245.413	spotify:track:7wQ9alB79WZb0F5gFLbxSh	http://www.billboard.com/charts/hot-100/1986-10-18	1986-10-18	76	Shake You DownGregory Abbott	1		76	1	1986
1972	Metallica	84.0	Metallica	spotify:artist:2ye2Wgw4gimLv2eAKyk1NB	hard rock	False	53.0	Hero Of The Day	261.693	spotify:track:5ktyEZbrgBEePsu6MW5Cvw	http://www.billboard.com/charts/hot-100/1996-11-09	1996-11-09	89	Hero Of The DayMetallica	1		89	1	1996
1979	Basia	45.0	Basia Bulat	spotify:artist:2iuqXpyyC67z6S2pq2m0gV	canadian indie	False	31.0	New Day For You	267.466	spotify:track:237SMLdswRjGJmU445btJI	http://www.billboard.com/charts/hot-100/1988-12-10	1988-12-10	86	New Day For YouBasia	1		86	1	1988
1981	Wilson Phillips	54.0	Wilson Phillips	spotify:artist:1yMYjh77WgOVafRkI50mim	girl group	False	68.0	Hold On	266.866	spotify:track:4VZDv8sASBS8UruUBGTFdk	http://www.billboard.com/charts/hot-100/1990-03-17	1990-03-17	74	Hold OnWilson Phillips	1		74	1	1990
1986	Nirvana	82.0	Nirvana	spotify:artist:6olE6TJLqED3rqDCT0FyPh	grunge	False	77.0	Come As You Are	218.92	spotify:track:4P5KoWXOxwuobLmHXLMobV	http://www.billboard.com/charts/hot-100/1992-03-21	1992-03-21	76	Come As You AreNirvana	1		76	1	1992
1988	Toad The Wet Sprocket	51.0	Toad The Wet Sprocket	spotify:artist:4j7EVY3kuDwLPfD2jfC7LC	alternative rock	False	57.0	All I Want	196.333	spotify:track:2GHYJ0dhVds3PODKnTdiGE	http://www.billboard.com/charts/hot-100/1992-06-27	1992-06-27	82	All I WantToad The Wet Sprocket	1		82	1	1992
1990	Method Man	72.0	Method Man	spotify:artist:4VmEWwd8y9MCLwexFMdpwt	east coast hip hop	True	45.0	Release Yo' Delf	255.333	spotify:track:4OriPa2OXO6goScm81cjju	http://www.billboard.com/charts/hot-100/1995-03-18	1995-03-18	98	Release Yo' DelfMethod Man	1		98	1	1995
1991	Gary Barlow	49.0	Gary Barlow	spotify:artist:3ZcbVcd3fsf9qKK02UVzGB	europop	False	39.0	So Help Me Girl	268.373	spotify:track:0nQkSwEVrZzG8gdJl0LJuD	http://www.billboard.com/charts/hot-100/1997-10-18	1997-10-18	76	So Help Me GirlGary Barlow	1		76	1	1997
1992	Clint Black	59.0	Clint Black	spotify:artist:3Ay15wt0QChT4Kapsuw5Jt	country	False	32.0	Something That We Do	237.693	spotify:track:6xN5xsIl2cR1pOjnzShHAN	http://www.billboard.com/charts/hot-100/1997-12-20	1997-12-20	76	Something That We DoClint Black	1		76	1	1997
1993	Billy Ray Cyrus	65.0	Billy Ray Cyrus	spotify:artist:60rpJ9SgigSd16DOAG7GSa	country	False	68.0	Achy Breaky Heart	203.373	spotify:track:2EoIt9vdgFRNW03u5IvFsQ	http://www.billboard.com/charts/hot-100/1992-05-09	1992-05-09	83	Achy Breaky HeartBilly Ray Cyrus	1		83	1	1992
1998	Darryl Worley	46.0	Darryl Worley	spotify:artist:4zIBkSJcqRp4ADuFI94WvO	contemporary country	False	21.0	When You Need My Love	219.8	spotify:track:4YVn5jM7iJqjQLu1gRhP2W	http://www.billboard.com/charts/hot-100/2000-06-10	2000-06-10	98	When You Need My LoveDarryl Worley	1		98	1	2000
2002	Enya	73.0	Enya	spotify:artist:6uothxMWeLWIhsGeF7cyo4	celtic	False	55.0	Caribbean Blue	239.6	spotify:track:31TAub5WKWEsVTJcdksxq7	http://www.billboard.com/charts/hot-100/1992-02-29	1992-02-29	87	Caribbean BlueEnya	1		87	1	1992
2004	Hoobastank	67.0	Hoobastank	spotify:artist:2MqhkhX4npxDZ62ObR5ELO	alternative metal	False	68.0	Crawling In The Dark	175.226	spotify:track:1PJRDeZSoZk7gtisdTYfLi	http://www.billboard.com/charts/hot-100/2002-03-02	2002-03-02	77	Crawling In The DarkHoobastank	1		77	1	2002
2006	Papa Roach	73.0	Papa Roach	spotify:artist:4RddZ3iHvSpGV4dvATac9X	alternative metal	True	81.0	Last Resort	199.906	spotify:track:5W8YXBz9MTIDyrpYaCg2Ky	http://www.billboard.com/charts/hot-100/2000-07-29	2000-07-29	75	Last ResortPapa Roach	1		75	1	2000
2011	Kelly Rowland	68.0	Kelly Rowland	spotify:artist:3AuMNF8rQAKOzjYppFNAoB	atl hip hop	False	53.0	Kisses Down Low	254.866	spotify:track:4KhanrenBxgyXYkFCArMyd	http://www.billboard.com/charts/hot-100/2013-03-23	2013-03-23	96	Kisses Down LowKelly Rowland	1		96	1	2013
2012	Stone Sour	65.0	Stone Sour	spotify:artist:49qiE8dj4JuNdpYGRPdKbF	alternative metal	False	71.0	Through Glass	282.946	spotify:track:5NeIONQWJ25uPylJBJiO4c	http://www.billboard.com/charts/hot-100/2006-08-19	2006-08-19	87	Through GlassStone Sour	1		87	1	2006
2013	Phil Collins	76.0	Phil Collins	spotify:artist:4lxfqrEsLX6N1N4OCSkILp	mellow gold	False	64.0	Two Hearts	204.386	spotify:track:2BgWv15eKCDfiubKo6o76k	http://www.billboard.com/charts/hot-100/1988-11-19	1988-11-19	47	Two HeartsPhil Collins	1		47	1	1988
2014	Jimmy Wayne	39.0	Jimmy Wayne	spotify:artist:60h3lZFY2T93K7qxVPrajf	country	False	39.0	I Love You This Much	247.373	spotify:track:6AsMEdzzqzRQsTyOub8r15	http://www.billboard.com/charts/hot-100/2004-01-24	2004-01-24	74	I Love You This MuchJimmy Wayne	1		74	1	2004
2015	The White Stripes	72.0	The White Stripes	spotify:artist:4F84IBURUo98rz4r61KF70	alternative rock	False	65.0	Blue Orchid	157.56	spotify:track:4jU7NPkz4HVnM4hweqNhI1	http://www.billboard.com/charts/hot-100/2005-05-07	2005-05-07	43	Blue OrchidThe White Stripes	1		43	1	2005
2017	Trapt	59.0	Trapt	spotify:artist:1UdQqCUR7RwB9YYJONwbdM	alternative metal	True	73.0	Headstrong	285.569	spotify:track:1AEYT6VxrxXPMoQUxsY0E4	http://www.billboard.com/charts/hot-100/2003-04-05	2003-04-05	71	HeadstrongTrapt	1		71	1	2003
2018	Jet	65.0	Joan Jett & the Blackhearts	spotify:artist:1Fmb52lZ6Jv7FMWXXTPO3K	glam punk	False	77.0	Are You Gonna Be My Girl	213.8	spotify:track:305WCRhhS10XUcH6AEwZk6	http://www.billboard.com/charts/hot-100/2003-12-20	2003-12-20	73	Are You Gonna Be My GirlJet	1		73	1	2003
2019	Gretchen Wilson	56.0	Gretchen Wilson	spotify:artist:0IdYRFTswLdsGwSnzOaGNF	contemporary country	False	38.0	When I Think About Cheatin'	249.226	spotify:track:05jSCFSAfFqhrk3UiEvTDX	http://www.billboard.com/charts/hot-100/2004-12-11	2004-12-11	60	When I Think About Cheatin'Gretchen Wilson	1		60	1	2004
2022	Andy Griggs	41.0	Andy Griggs	spotify:artist:7CyJIUpcWZK2zFM6gKLKvD	country	False	25.0	Tonight I Wanna Be Your Man	178.36	spotify:track:3RwlpiM8WPPQsNrdQsQb7Y	http://www.billboard.com/charts/hot-100/2002-06-29	2002-06-29	74	Tonight I Wanna Be Your ManAndy Griggs	1		74	1	2002
2025	Rob Thomas	62.0	Rob Thomas	spotify:artist:3aBkeBhwadnWMWoVJ2CxJC	neo mellow	False	58.0	Lonely No More	226.64	spotify:track:4faFAhOflLzhfJECveRwva	http://www.billboard.com/charts/hot-100/2005-02-19	2005-02-19	78	Lonely No MoreRob Thomas	1		78	1	2005
2029	Gwen Stefani	75.0	Gwen Stefani	spotify:artist:4yiQZ8tQPux8cPriYMWUFP	dance pop	True	70.0	Hollaback Girl	199.853	spotify:track:0LzrhCZFXW94Y8nwtTuRlw	http://www.billboard.com/charts/hot-100/2005-04-02	2005-04-02	82	Hollaback GirlGwen Stefani	1		82	1	2005
2035	Seether	70.0	Seether	spotify:artist:6B5c4sch27tWHAGdarpPaW	alternative metal	False	69.0	Remedy	207.213	spotify:track:5ynxx6zC4dgzsMHLYQ04Dc	http://www.billboard.com/charts/hot-100/2005-07-30	2005-07-30	100	RemedySeether	1		100	1	2005
2039	Wonder Girls	59.0	Wonder Girls	spotify:artist:3Cv2vi3WTl8VZOTdrBkKdM	k-pop	False	52.0	Nobody	212.533	spotify:track:7C3JLAmQzy9SnTZjKcdzCA	http://www.billboard.com/charts/hot-100/2009-10-31	2009-10-31	76	NobodyWonder Girls	1		76	1	2009
2040	LMFAO	68.0	LMFAO	spotify:artist:3sgFRtyBnxXD5ESfmbK4dl	dance pop	False	50.0	La La La	210.56	spotify:track:2sPva3d85R7yKf60y7QZpD	http://www.billboard.com/charts/hot-100/2009-10-03	2009-10-03	61	La La LaLMFAO	1		61	1	2009
2043	Lupe Fiasco	67.0	Lupe Fiasco	spotify:artist:01QTIT5P1pFP3QnnFSdsJf	chicago rap	True	70.0	The Show Goes On	239.613	spotify:track:4NTWZqvfQTlOMitlVn6tew	http://www.billboard.com/charts/hot-100/2010-11-27	2010-11-27	57	The Show Goes OnLupe Fiasco	1		57	1	2010
2046	Pearl Jam	76.0	Pearl Jam	spotify:artist:1w5Kfo2jwwIPruYS2UWh56	alternative rock	False	38.0	Who You Are	230.133	spotify:track:2Avh5LgyS4UCeYbzmgiSg9	http://www.billboard.com/charts/hot-100/1996-08-17	1996-08-17	35	Who You ArePearl Jam	1		35	1	1996
2054	Kodak Black	83.0	Kodak Black	spotify:artist:46SHBwWsqBkxI7EeeBEQG7	florida drill	True	49.0	First Day Out	180.0	spotify:track:7AAnFzBtOlgoYceCQoLRUR	http://www.billboard.com/charts/hot-100/2017-07-08	2017-07-08	61	First Day OutKodak Black	1		61	1	2017
2059	Eric Church	72.0	Eric Church	spotify:artist:2IvkS5MXK0vPGnwyJsrEyV	contemporary country	False	48.0	How 'Bout You	230.88	spotify:track:44uPR8hTkZmXh40uIx30WK	http://www.billboard.com/charts/hot-100/2006-07-22	2006-07-22	99	How 'Bout YouEric Church	1		99	1	2006
2076	Agust D	67.0	Agust D	spotify:artist:5RmQ8k4l3HZ8JoPb4mNsML	k-rap	True	72.0	Daechwita	225.668	spotify:track:1Y7AZ3akqDipAyo6mmOQTy	https://www.billboard.com/charts/hot-100/2020-06-06	2020-06-06	76	DaechwitaAgust D	1		76	1	2020
2077	Ritchie Valens	61.0	Ritchie Valens	spotify:artist:5Y9xEAGW4GwGJgbiI6W85P	adult standards	False	61.0	Come On, Let's Go	124.586	spotify:track:4cRfSR0QxDlXRHTKyEOu93	http://www.billboard.com/charts/hot-100/1958-09-20	1958-09-20	77	Come On, Let's GoRitchie Valens	1		77	1	1958
2080	The Fiestas	17.0	The Fiestas	spotify:artist:7xL33iiwCzXDSlGhVwg9K2	doo-wop	False	30.0	So Fine	143.0	spotify:track:5dTK0Jl2P6MSeVzeCGQBIy	http://www.billboard.com/charts/hot-100/1959-04-04	1959-04-04	77	So FineThe Fiestas	1		77	1	1959
2081	The Drifters	62.0	The Drifters	spotify:artist:1FqqOl9itIUpXr4jZPIVoT	adult standards	False	9.0	Moonlight Bay	129.733	spotify:track:2Bw9tGndnbkmfsdvvCQ68m	http://www.billboard.com/charts/hot-100/1958-08-09	1958-08-09	86	Moonlight BayThe Drifters	1		86	1	1958
2088	Del Shannon	50.0	Del Shannon	spotify:artist:3c8WoNjBfyLJhFObE6RHgs	adult standards	False	62.0	Runaway	137.306	spotify:track:45Szkclj1lt4ubm7RFK68t	http://www.billboard.com/charts/hot-100/1961-03-04	1961-03-04	77	RunawayDel Shannon	1		77	1	1961
2095	Dinah Washington	61.0	Dinah Washington	spotify:artist:32LHRiof0sa4taYew9i3Fa	adult standards	False	37.0	Unforgettable	165.8	spotify:track:7anBVIyitaxEZIlMDJPjfb	http://www.billboard.com/charts/hot-100/1959-10-03	1959-10-03	94	UnforgettableDinah Washington	1		94	1	1959
2103	Roy Head And The Traits	33.0	Roy Head And The Traits	spotify:artist:30rTY7YT6tAoAUoGJXQBqQ		False	49.0	Treat Her Right	125.893	spotify:track:2dq2J24oIF67Uvttut4dv7	http://www.billboard.com/charts/hot-100/1965-09-04	1965-09-04	83	Treat Her RightRoy Head And The Traits	1		83	1	1965
2105	The Righteous Brothers	62.0	The Righteous Brothers	spotify:artist:4b0WsB47XCa9F83BmwQ7WX	adult standards	False	35.0	Little Latin Lupe Lu	140.506	spotify:track:5ngyxTY4eRhWIJLZR65WQq	http://www.billboard.com/charts/hot-100/1963-05-11	1963-05-11	90	Little Latin Lupe LuThe Righteous Brothers	1		90	1	1963
2115	The Association	52.0	The Association	spotify:artist:2kuNswDC82PL9xRbfaZJaS	adult standards	False	46.0	Along Comes Mary	171.0	spotify:track:3Zje70mXjYyMuzge8j24L9	http://www.billboard.com/charts/hot-100/1966-06-04	1966-06-04	79	Along Comes MaryThe Association	1		79	1	1966
2118	The Dells	41.0	The Dells	spotify:artist:0wbrRIw2po5DV4LeaHw55S	chicago soul	False	29.0	There Is	215.306	spotify:track:3BlKmOLN4e6DP4fG9pGt48	http://www.billboard.com/charts/hot-100/1968-01-20	1968-01-20	82	There IsThe Dells	1		82	1	1968
2127	Solomon Burke	59.0	Solomon Burke	spotify:artist:4nts0oxMT67lVUoi5Kjxrb	classic soul	False	40.0	If You Need Me	154.613	spotify:track:0GKMdfHONzYlYEEBTKgvqa	http://www.billboard.com/charts/hot-100/1963-04-20	1963-04-20	91	If You Need MeSolomon Burke	1		91	1	1963
2133	Clarence Reid	32.0	Clarence Reid	spotify:artist:1kVUxIDOOo663d1gr3dVZo	rare groove	False	11.0	Funky Party	209.812	spotify:track:6Mp7KcQNblaNuFPkwgEdg5	http://www.billboard.com/charts/hot-100/1974-08-10	1974-08-10	99	Funky PartyClarence Reid	1		99	1	1974
2134	Clarence Carter	53.0	Clarence Carter	spotify:artist:7lffJlv0nRl0sIsHDmo0SB	classic soul	False	61.0	Slip Away	153.68	spotify:track:7r3Hwig1mvtlVq0ZbJ09Wb	http://www.billboard.com/charts/hot-100/1968-07-13	1968-07-13	97	Slip AwayClarence Carter	1		97	1	1968
2139	The Grass Roots	47.0	The Grass Roots	spotify:artist:2IU5UBup85LmAXh5U36DeC	bubblegum pop	False	23.0	Things I Should Have Said	151.306	spotify:track:6pRkeRI1hWUXo5PhLbH3w0	http://www.billboard.com/charts/hot-100/1967-08-12	1967-08-12	80	Things I Should Have SaidThe Grass Roots	1		80	1	1967
2154	Dennis Coffey & The Detroit Guitar Band	19.0	Dennis Coffey & The Detroit Guitar Band	spotify:artist:2moiE5ZUDX3Cni022mK9Rb		False	32.0	Scorpio	260.842	spotify:track:1P8lIrb4yLlg1nzAjhhcfi	http://www.billboard.com/charts/hot-100/1971-10-30	1971-10-30	77	ScorpioDennis Coffey & The Detroit Guitar Band	1		77	1	1971
2155	Foghat	55.0	Foghat	spotify:artist:6x33CmZWo2Ve4hxYl2Craq	album rock	False	69.0	Slow Ride	232.533	spotify:track:4MYb7NWLwXNDB7bYs3HeX8	http://www.billboard.com/charts/hot-100/1975-12-13	1975-12-13	77	Slow RideFoghat	1		77	1	1975
2159	Paul Anka	62.0	Paul Anka	spotify:artist:7ceUfdWq2t5nbatS6ollHh	adult standards	False	8.0	Midnight	118.56	spotify:track:1PIAfN66ryCymC2kSZKdsr	http://www.billboard.com/charts/hot-100/1958-08-02	1958-08-02	76	MidnightPaul Anka	1		76	1	1958
2180	Johnny Bristol	41.0	Johnny Bristol	spotify:artist:0F4yfY9manxJrgsfwbXdZa	classic soul	False	56.0	Hang On In There Baby	233.72	spotify:track:4RYNJVKgNpwSZguajVfsef	http://www.billboard.com/charts/hot-100/1974-06-29	1974-06-29	79	Hang On In There BabyJohnny Bristol	1		79	1	1974
2182	Linda Clifford	26.0	Linda Clifford	spotify:artist:1yAHoX5jWFLYIKEwyb6ulM	deep disco	False	26.0	Runaway Love	588.8	spotify:track:5gkmXJ8Jgwb1eRBNXj8Ufh	http://www.billboard.com/charts/hot-100/1978-07-01	1978-07-01	89	Runaway LoveLinda Clifford	1		89	1	1978
2184	Jay Ferguson	38.0	Jay Ferguson	spotify:artist:3aahGWIXwvG1fxduXjimtl	yacht rock	False	55.0	Thunder Island	240.693	spotify:track:3FkQN4NyCFlfn7fWzBkWCj	http://www.billboard.com/charts/hot-100/1977-12-17	1977-12-17	88	Thunder IslandJay Ferguson	1		88	1	1977
2186	Pink Floyd	80.0	Pink Floyd	spotify:artist:0k17h0D3J5VfsdmQ1iZtE9	album rock	False	73.0	Money	382.834	spotify:track:0vFOzaXqZHahrZp6enQwQb	http://www.billboard.com/charts/hot-100/1973-05-19	1973-05-19	84	MoneyPink Floyd	1		84	1	1973
2188	Alice Cooper	65.0	Alice Cooper	spotify:artist:3EhbVgyfGd7HkpsagwL9GS	album rock	False	53.0	Under My Wheels	171.56	spotify:track:6TPMFSJFmyIohTM5El90Po	http://www.billboard.com/charts/hot-100/1971-12-25	1971-12-25	88	Under My WheelsAlice Cooper	1		88	1	1971
2199	Tommy Tutone	48.0	Tommy Tutone	spotify:artist:1n2LWYgwtGp7EzDapUoniE	album rock	False	14.0	Angel Say No	190.893	spotify:track:5LdNW6fDrsFW0PDWEowVaX	http://www.billboard.com/charts/hot-100/1980-05-24	1980-05-24	77	Angel Say NoTommy Tutone	1		77	1	1980
2200	Franke & The Knockouts	25.0	Franke & The Knockouts	spotify:artist:5l6cEOynnkfX7PS7zCMRU0	deep soft rock	False	39.0	Sweetheart	251.293	spotify:track:0D2UIFvpE0xb5wEgWrpps2	http://www.billboard.com/charts/hot-100/1981-03-07	1981-03-07	77	SweetheartFranke & The Knockouts	1		77	1	1981
2202	Marty Balin	39.0	Marty Balin	spotify:artist:1LPqJnojL09mceIxcFwXLx	soft rock	False	56.0	Hearts	258.773	spotify:track:150LOyOS0ISsZ9IcwPf6iT	http://www.billboard.com/charts/hot-100/1981-05-23	1981-05-23	86	HeartsMarty Balin	1		86	1	1981
2204	Tony Carey	35.0	Tony Carey	spotify:artist:4urvwbid7NFoVes5PTx9lV	album rock	False	35.0	I Won't Be Home Tonight	209.0	spotify:track:3piCFb1t9mVY3iVoKxQ1jb	http://www.billboard.com/charts/hot-100/1983-03-26	1983-03-26	89	I Won't Be Home TonightTony Carey	1		89	1	1983
2207	Shannon	52.0	Shannon McManus	spotify:artist:7bgWYLE4XMlxWcenBQfvf2		False	43.0	Give Me Tonight	367.333	spotify:track:7B5Hc4wRrbXtPOcxXRarX0	http://www.billboard.com/charts/hot-100/1984-03-31	1984-03-31	71	Give Me TonightShannon	1		71	1	1984
2209	Natalie Cole	64.0	Natalie Cole	spotify:artist:5tTsrGPwQRWUsHR2Xf7Ke9	adult standards	False	45.0	Inseparable	146.466	spotify:track:0lN3CCQxTSg8hxFHKhuL0B	http://www.billboard.com/charts/hot-100/1975-12-13	1975-12-13	86	InseparableNatalie Cole	1		86	1	1975
2219	Paperboy	53.0	Paperboy Fabe	spotify:artist:58uK0d4R5Rq4FDUNgNIFeI		False	47.0	Ditty	245.029	spotify:track:2JaHnS7CcIPoc7Il4BkqdR	http://www.billboard.com/charts/hot-100/1992-12-19	1992-12-19	77	DittyPaperboy	1		77	1	1992
2220	A+	28.0	A+A	spotify:artist:68bLkhHI4bzw9ZXfmhwLwN		False	24.0	All I See	264.733	spotify:track:4bwT7ZhzMLdzzmWj5NOyuO	http://www.billboard.com/charts/hot-100/1996-08-03	1996-08-03	77	All I SeeA+	1		77	1	1996
2222	Gina G	35.0	Gina Celino	spotify:artist:6piRzbVD70K2G5NQPfk8dg	ocean	False	9.0	Gimme Some Love	212.08	spotify:track:4UGzLCZB7yEke66oNGOfPF	http://www.billboard.com/charts/hot-100/1997-06-14	1997-06-14	61	Gimme Some LoveGina G	1		61	1	1997
2223	Smooth	49.0	Pete Rock & C.L. Smooth	spotify:artist:3fJ60AcIgLzQkVitEvA7uq	alternative hip hop	False	28.0	Mind Blowin'	255.96	spotify:track:4kYBrdNJUdoB7iJs9WJMvu	http://www.billboard.com/charts/hot-100/1995-06-24	1995-06-24	88	Mind Blowin'Smooth	1		88	1	1995
2225	Jackie DeShannon	46.0	Jackie DeShannon	spotify:artist:0iVed2Qu7dmL0pIYCj1Xw8	brill building pop	False	31.0	When You Walk In The Room	186.6	spotify:track:2CFsLFKNVcvTFekFeSUVtF	http://www.billboard.com/charts/hot-100/1964-01-25	1964-01-25	99	When You Walk In The RoomJackie DeShannon	1		99	1	1964
2231	Archie Bell & The Drells	42.0	Archie Bell & The Drells	spotify:artist:1kupwLFpHALpmhp5qol8xH	classic soul	False	38.0	I Can't Stop Dancing	141.373	spotify:track:3evKZi4dI9Nw7Hit26XFN9	http://www.billboard.com/charts/hot-100/1968-07-20	1968-07-20	78	I Can't Stop DancingArchie Bell & The Drells	1		78	1	1968
2235	The Serendipity Singers	20.0	The Serendipity Singers	spotify:artist:60mbIWU4hFqNwuTFE1jPku	american folk revival	False	18.0	Beans In My Ears	131.133	spotify:track:1ko9hCONG4gae7DQnsUiZV	http://www.billboard.com/charts/hot-100/1964-05-23	1964-05-23	89	Beans In My EarsThe Serendipity Singers	1		89	1	1964
2236	The Critters	27.0	The Critters	spotify:artist:3TBg6CCsmr6vhkk323TBDN	bubblegum pop	False	32.0	Younger Girl	149.054	spotify:track:3CPNbSbr5N0p32ACDKq30h	http://www.billboard.com/charts/hot-100/1966-05-28	1966-05-28	90	Younger GirlThe Critters	1		90	1	1966
2238	The Kane Gang	27.0	The Kane Gang	spotify:artist:1S2wZg1HsTZaHGX5Xgw4tL	sophisti-pop	False	14.0	Motortown	289.666	spotify:track:3qPJu0jJHVJAlciyXFTtCW	http://www.billboard.com/charts/hot-100/1987-10-17	1987-10-17	93	MotortownThe Kane Gang	1		93	1	1987
2239	Oasis	77.0	Oasis	spotify:artist:2DaxqgrOhkeH0fpeiQq2f4	beatlesque	False	45.0	The Shock Of The Lightning	299.946	spotify:track:72pRggptACNxeYG0vG3V3Q	http://www.billboard.com/charts/hot-100/2008-10-25	2008-10-25	93	The Shock Of The LightningOasis	1		93	1	2008
2240	Fine Young Cannibals	60.0	Fine Young Cannibals	spotify:artist:20p5D2KrE8CGuOjHtxsyTp	art rock	False	54.0	Johnny Come Home	215.733	spotify:track:4fFxkU9C7prSviiYtvlV8V	http://www.billboard.com/charts/hot-100/1986-04-05	1986-04-05	89	Johnny Come HomeFine Young Cannibals	1		89	1	1986
2243	Go West	51.0	Go West	spotify:artist:7bKupnlF7XOfR1En3K8oAL	mellow gold	False	54.0	We Close Our Eyes	221.506	spotify:track:7ji2DzTSsQYESbLNkHwJDO	http://www.billboard.com/charts/hot-100/1985-02-23	1985-02-23	95	We Close Our EyesGo West	1		95	1	1985
2245	John Waite	55.0	John Waite	spotify:artist:2TPyCsRoh2tjeZLTQ2ojlj	album rock	False	72.0	Missing You	269.76	spotify:track:1Qrdlkgg9I4J7r3P4kZNwr	http://www.billboard.com/charts/hot-100/1984-06-23	1984-06-23	89	Missing YouJohn Waite	1		89	1	1984
2253	Stacey Q	46.0	Stacey Q	spotify:artist:3q8tRS0hCMVCylgKAoA0ya	freestyle	False	34.0	We Connect	254.973	spotify:track:2xPbEhd1ilXNzIYUYEBUuL	http://www.billboard.com/charts/hot-100/1986-12-13	1986-12-13	91	We ConnectStacey Q	1		91	1	1986
2255	Patrick Simmons	14.0	Patrick Simmons	spotify:artist:1kZxI5FlVdFxgoRaiJ8hf0	deep soft rock	False	17.0	So Wrong	200.413	spotify:track:0Hxqin6Aq1lnnjRRXML8T1	http://www.billboard.com/charts/hot-100/1983-03-19	1983-03-19	72	So WrongPatrick Simmons	1		72	1	1983
2256	Jennifer Warnes	63.0	Jennifer Warnes	spotify:artist:1BwHztAQKypBuy5WBEdJnG	folk	False	27.0	I Know A Heartache When I See One	208.773	spotify:track:2TdmVYj3FKYTjXsVbovuf0	http://www.billboard.com/charts/hot-100/1979-06-30	1979-06-30	89	I Know A Heartache When I See OneJennifer Warnes	1		89	1	1979
